Go.	Gå!
The letter was addressed to me.	Brevet var rettet til mig.
The nail went through the wall.	Sømmet gik gennem væggen.
The next day was Christmas Day.	Den næste dag var juledag.
The next day was Christmas Day.	Den følgende dag var juledag.
The nurse took his temperature.	Sygeplejersken tog hans temperatur.
The nurse took his temperature.	Sygeplejersken tog sin temperatur.
The picture is on the wall now.	Billedet hænger nu på væggen.
The police held him in custody.	Politiet holdt ham i forvaring.
The rain lasted for three days.	Regnen varede i tre dage.
The weather is becoming cooler.	Vejret bliver køligere.
The widow was dressed in black.	Enken var klædt i sort.
Their food was great last time.	Deres mad var pragtfuld sidste gang.
There are no fish in this pond.	Der er ingen fisk i denne dam.
There is an apple on the table.	Der er et æble på bordet.
There is no chair in this room.	Der en ingen stol i dette værelse.
There is no chair in this room.	Der er ingen stol i dette rum.
There is no smoke without fire.	Ingen røg uden ild.
There used to be a church here.	Der plejede at være en kirke her.
There was blood on Tom's shirt.	Der var blod på Toms skjorte.
There's a monster under my bed.	Der er et uhyre under min seng.
There's no mail in the mailbox.	Der er ingen post i postkassen.
There's no water in the bucket.	Der er intet vand i spanden.
They are all innocent children.	De er alle uskyldige børn.
They are boiling water for tea.	De koger vand til teen.
They are boiling water for tea.	De sætter vand over til te.
They are much younger than Tom.	De er meget yngre end Tom.
They live close by the airport.	De bor tæt på lufthavnen.
They said they would not fight.	De sagde, at de ikke ville kæmpe.
They say that I'm an old woman.	De siger at jeg er en gammel kone.
They say that I'm an old woman.	De siger at jeg er en gammel kvinde.
They studied English yesterday.	De studerede engelsk i går.
This book is still copyrighted.	Denne bog er stadig beskyttet af copyright.
This book is written in French.	Denne bog er skrevet på fransk.
This box is filled with apples.	Denne kasse er fyldt med æbler.
This cat is as big as that one.	Denne kat er så stor som den der.
This fact proves her innocence.	Denne omstændighed beviser hendes uskyld.
This fact proves her innocence.	Dette faktum beviser hendes uskyld.
This fact proves his innocence.	Denne kendsgerning beviser hans uskyld.
This fact proves his innocence.	Dette faktum beviser hans uskyld.
This fact proves his innocence.	Denne omstændighed beviser hans uskyld.
This fact proves his innocence.	Dette forhold beviser hans uskyld.
This intersection is dangerous.	Dette kryds er farligt.
This is a picture of my mother.	Dette er et billede af min mor.
This is a well-written article.	Dette er en velskrevet artikel.
This is by far the best method.	Dette er langt den bedste metode.
This is extremely confidential.	Dette er yderst fortroligt.
This is what I bought in Spain.	Dette er hvad jeg har købt i Spanien.
This telephone is out of order.	Denne telefon er i uorden.
This telephone is out of order.	Denne telefon er i stykker.
This telephone is out of order.	Denne telefon fungerer ikke.
This telephone is out of order.	Denne telefon virker ikke.
This was his one and only hope.	Dette var hans eneste håb.
Those houses are 500 years old.	De huse er fem hundrede år gamle.
Three people are still missing.	Tre mennesker savnes stadig.
Tom and Mary are at home today.	Tom og Mary er hjemme i dag.
Tom and Mary hated one another.	Tom og Mary hadede hinanden.
Tom and Mary have a small farm.	Tom og Mary har en lille gård.
Tom asked Mary to quit smoking.	Tom bad Mary om at holde op med at ryge.
Tom bought a refurbished phone.	Tom købte en renoveret telefon.
Tom bought a refurbished phone.	Tom har købt en renoveret telefon.
Tom bought a very cheap camera.	Tom har købt et meget billigt kamera.
Tom bought a very cheap camera.	Tom har købt et meget billigt fotografiapparat.
Tom bought a very cheap camera.	Tom har købt et meget billigt fotoapparat.
Tom bought a very cheap camera.	Tom købte et meget billigt kamera.
Tom bought a very cheap camera.	Tom købte et meget billigt fotografiapparat.
Tom bought a very cheap camera.	Tom købte et meget billigt fotoapparat.
Tom can sing some French songs.	Tom kan synge nogle franske sange.
Tom can't speak French, can he?	Tom kan ikke tale fransk, kan han vel?
Tom died in a boating accident.	Tom døde i en bådulykke.
Tom drank Mary under the table.	Tom drak Mary under bordet.
Tom gets good grades in French.	Tom får gode karakterer i fransk.
Tom goes to work by motorcycle.	Tom kører på arbejde på motorcykel.
Tom hardly ever asks questions.	Tom stiller næsten aldrig spørgsmål.
Tom has an inferiority complex.	Tom har et mindreværdskompleks.
Tom has broken something again.	Tom har ødelagt noget igen.
Tom has known Mary a long time.	Tom har kendt Mary længe.
Tom has never been to a circus.	Tom har aldrig været i cirkus.
Tom hates it when it's snowing.	Tom hader når det sner.
Tom is a cold-blooded murderer.	Tom er en koldblodig morder.
Tom is a native French speaker.	Tom taler fransk som sit modersmål.
Tom is a pretty good guitarist.	Tom er en ret god guitarist.
Tom is here to buy some apples.	Tom er her for at købe nogle æbler.
Tom is one of Mary's neighbors.	Tom er en af Marys naboer.
Tom is regaining consciousness.	Tom er ved at komme til bevidsthed.
Tom is regaining consciousness.	Tom er ved at komme til sig selv.
Tom is so much older than I am.	Tom er så meget ældre end jeg er.
Tom is the father of the bride.	Tom er brudens far.
Tom is the new assistant coach.	Tom er den nye assistenttræner.
Tom knows some words in French.	Tom kan enkelte ord på fransk.
Tom looked for Mary everywhere.	Tom ledte efter Mary overalt.
Tom makes more money than I do.	Tom tjener flere penge end mig.
Tom never talks about his exes.	Tom taler aldrig om sine ekser.
Tom never talks about his exes.	Tom taler aldrig om sine eks'er.
Tom promised he'd quit smoking.	Tom lovede at han ville holde op med at ryge.
Tom rarely goes out after dark.	Tom går sjældent ud efter mørkets frembrud.
Tom sat down on an empty chair.	Tom satte sig på en tom stol.
Tom sat down on an empty chair.	Tom satte sig i en tom stol.
Tom sent Mary a Christmas card.	Tom sendte et julekort til Mary.
Tom takes a walk every morning.	Tom går en tur hver morgen.
Tom toyed with his empty glass.	Tom legede med sit tomme glas.
Tom wanted to sit next to Mary.	Tom ønskede at sidde ved siden af Mary.
Tom wanted to sit next to Mary.	Tom ville sidde ved siden af Mary.
Tom wants to talk to all of us.	Tom ønsker at tale med os alle.
Tom won $10,000 in the lottery.	Tom vandt 10.000 dollar i lotteriet.
Tom won $10,000 in the lottery.	Tom har vundet 10.000 dollar i lotteriet.
Tom won $10,000 in the lottery.	Tom har vundet ti tusind dollars i lotteriet.
Tom won't come. He's very busy.	Tom kommer ikke. Han har meget travlt.
Tom would've been proud of you.	Tom ville have været stolt af dig.
Tom's French is almost perfect.	Toms fransk er næsten perfekt.
Too many cooks spoil the broth.	For mange kokke fordærver maden.
Turn the knob counterclockwise.	Drej knappen mod uret.
We are all at different levels.	Vi er alle på forskellige niveauer.
We both know what you're doing.	Vi ved begge hvad du laver.
We can't see any stars tonight.	Vi kan ikke se nogen stjerne i aften.
We compared his work with hers.	Vi har sammenlignet hans arbejde med hendes.
We don't think Tom killed Mary.	Vi tror ikke Tom har slået Mary ihjel.
We don't think Tom killed Mary.	Vi tror ikke Tom slog Mary ihjel.
We got on like a house on fire.	Vi kom fantastisk godt ud af det med hinanden.
We had a lot of snow last year.	Vi fik meget sne sidste år.
We have to operate immediately.	Vi må operere med det samme.
We have until tomorrow morning.	Vi har indtil i morgen tidlig.
We painted our house ourselves.	Vi malede vores hus os selv.
We see each other once a month.	Vi ser hinanden en gang om måneden.
We waited for you all day long.	Vi ventede på dig hele dagen.
We're fighting a losing battle.	Vi kæmper en håbløs kamp.
We're fighting a losing battle.	Vi er chanceløse.
What did you get for Christmas?	Hvad fik du til jul?
What did you get for Christmas?	Hvad har du fået til jul?
What do you want for Christmas?	Hvad ønsker du dig til jul?
What does Tom have in his hand?	Hvad har Tom i sin hånd?
What he says is total nonsense.	Det han siger, er det rene vrøvl.
What was the weather yesterday?	Hvordan var vejret i går?
What were you doing down there?	Hvad lavede du dernede?
What's the point in doing this?	Hvad er meningen med at gøre dette?
What's this hotel's fax number?	Hvad er dette hotels faxnummer?
What's your preferred language?	Hvad er dit foretrukne sprog?
What's your preferred language?	Hvilket sprog foretrækker du at bruge?
What's your wife's maiden name?	Hvad er din kones pigenavn?
What's your wife's maiden name?	Hvad er din hustrus ungpigenavn?
When I woke up, it was snowing.	Da jeg vågnede, sneede det.
When does the last train leave?	Hvornår kører det sidste tog?
When does the next train leave?	Hvornår afgår næste tog?
When does the post office open?	Hvornår åbner posthuset?
When in Rome, do as the Romans.	Man må skik følge eller land fly.
When in Rome, do as the Romans.	Man skal skik følge eller land fly.
Where can we make a phone call?	Hvor kan vi foretage et telefonopkald?
Where can we make a phone call?	Hvor kan man foretage et telefonopkald?
Where did you find this wallet?	Hvor fandt du denne tegnebog?
Which one of you is the oldest?	Hvem af jer er den ældste?
Who's your favorite super hero?	Hvem er din yndlingssuperhelt?
Who's your favorite super hero?	Hvem er din foretrukne superhelt?
Why are there stars in the sky?	Hvorfor er der stjerner på himlen?
Why are you washing your hands?	Hvorfor vasker du dine hænder?
Why are you washing your hands?	Hvorfor vasker du hænderne?
Why do you need a new umbrella?	Hvorfor har du brug for en ny paraply?
Why don't you have a boyfriend?	Hvorfor har du ikke en kæreste?
Would you lend me your bicycle?	Vil du låne mig din cykel?
Would you like fries with that?	Vil du have pomfritter til?
Would you like fries with that?	Vil du have pommes frites til?
Write the alphabet in capitals.	Skriv alfabetet med store bogstaver.
You can read French, can't you?	Du kan læse fransk, kan du ikke?
You can read French, can't you?	Du kan læse fransk, ikke sandt?
You can't eat soup with a fork.	Man kan ikke spise suppe med en gaffel.
You can't read French, can you?	Du kan ikke læse fransk, kan du vel?
You don't speak French, do you?	Du taler ikke fransk, gør du vel?
You have dishonored the family.	Du har vanæret familien.
You have to take bus number 12.	Du skal tage bus nummer tolv.
You saw that movie, didn't you?	Du så den film, gjorde du ikke?
You should consult your doctor.	Du burde gå til lægen.
You should consult your doctor.	Du burde gå til din læge.
You should consult your doctor.	Du burde gå til læge.
You should emphasize that fact.	Det faktum bør du understrege.
You shouldn't look down on him.	Du burde ikke se ned på ham.
You used to tell me everything.	Du plejede at fortælle mig alt.
You're wanted on the telephone.	Der er telefon til dig!
Your French accent is terrible.	Din franske accent er forfærdelig.
Your son is dating my daughter.	Din søn dater min datter.
"Who is it?" "It's your mother."	"Hvem er det?" "Det er din mor."
A woman asked me for directions.	En kvinde spurgte mig om vej.
Aardvarks are nocturnal animals.	Jordsvin er nataktive dyr.
All these apples are very sweet.	Alle disse æbler er meget søde.
And now a word from our sponsor.	Og nu et ord fra vor sponsor.
Are the train tickets expensive?	Er togbilletterne dyre?
Are there any apples in the box?	Er der nogen æbler i kassen?
Are there any bears around here?	Er der nogen bjørne her omkring?
Are there oak trees on the hill?	Er der egetræer på bjerget?
Are you falling in love with me?	Er du ved at blive forelsket i mig?
Are you free tomorrow afternoon?	Har du tid i morgen eftermiddag?
Are you good at speaking French?	Er du god til at tale fransk?
At that time, I was still awake.	På det tidspunkt var jeg stadig vågen.
Australia exports a lot of wool.	Australien eksporterer en masse uld.
Basically, I am a honest person.	Jeg er dybest set et ærligt menneske.
Birds make their nests in trees.	Fugle bygger reder i træer.
Can you please close the window?	Vil du være så venlig at lukke vinduet?
Cars took the place of bicycles.	Biler har fortrængt cyklerne.
Check the pressure of the tires.	Tjek lige dæktrykket!
Christmas is only two weeks off.	Der er kun to uger til jul.
Come to my house this afternoon.	Kom hen til mig i eftermiddag.
