Hi.	Cső!
Come inside. It's cold outside.	Jöjjön be! Kint hideg van.
Could we go somewhere and talk?	El tudunk valahová menni beszélgetni?
Could you shut up for a second?	Befognád a szádat egy percre?
Could you take me home, please?	Haza tudna engem vinni, kérem?
Could you talk a little slower?	Kérem, beszéljen egy kicsit lassabban.
Could you turn the volume down?	Le tudnád halkítani?
Could you turn the volume down?	Tudnád csökkenteni a hangerőt?
Currently, Tom lives in Boston.	Jelenleg Tom Bostonban lakik.
Did Tom really give you advice?	Tom tényleg tanácsot adott neked?
Did he come by bus or by train?	Busszal vagy vonattal jött?
Did you ask Tom what was wrong?	Megkérdezted Tomit, hogy mi a baj?
Did you really steal this food?	Tényleg loptad ezt az ételt?
Didn't I tell you to go to bed?	Nem megmondtam, hogy feküdj le?!
Do I look like an idiot to you?	Úgy festek a szemedben, mint egy idióta?
Do we have a chance of winning?	Van esélyünk nyerni?
Do you believe Tom is innocent?	Szerinted Tom ártatlan?
Do you eat breakfast every day?	Mindennap reggelizik?
Do you have a friend named Tom?	Van önnek Tom nevű barátja?
Do you have a friend named Tom?	Van olyan barátod, akit Tomnak hívnak?
Do you have a pair of tweezers?	Van egy csipeszed?
Do you have a steady boyfriend?	Van állandó barátod?
Do you have a steady boyfriend?	Van állandó fiúd?
Do you have a tie I can borrow?	Kölcsönkérhetek tőled egy nyakkendőt?
Do you have any cough medicine?	Van valami gyógyszered köhögésre?
Do you have any cough medicine?	Van valami orvosságod köhögés ellen?
Do you have any food allergies?	Allergiás valamilyen élelmiszerre?
Do you have any ideas about it?	Van ötleted ehhez?
Do you have any ideas about it?	Van valami ötleted ezzel kapcsolatban?
Do you have any identification?	Van magánál valami, amivel tudja azonosítani magát?
Do you intend to come tomorrow?	El akarsz jönni holnap?
Do you know anything about Tom?	Tudsz valamit Tomról?
Do you know how busy I've been?	Van fogalmad arról, hogy milyen elfoglalt vagyok?
Do you know how to cook a crab?	Tudod, hogy kell egy rákot megfőzni?
Do you know how to drive a car?	Tud ön autót vezetni?
Do you know how to drive a car?	Tudsz autót vezetni?
Do you know what you should do?	Tudod, mit csinálj?
Do you know where Tom got this?	Tudod, honnan van ez Tomnak?
Do you know why Tom isn't here?	Tudod, hogy Tom miért nincs itt?
Do you like playing volleyball?	Szeretsz röplabdázni?
Do you like playing volleyball?	Szeret ön röplabdázni?
Do you like playing volleyball?	Szerettek röplabdázni?
Do you like playing volleyball?	Szeretnek röplabdázni?
Do you need to work on Sundays?	Vasárnaponként kell dolgoznod?
Do you need to work on Sundays?	Vasárnap is kell dolgoznod?
Do you smell something strange?	Te érzel valami furcsa szagot?
Do you study English every day?	Minden nap tanulod az angolt?
Do you study English every day?	Minden nap foglakozol az angollal?
Do you think I should tell Tom?	Gondolod, hogy meg kellene mondanom Tomnak?
Do you think I want to do this?	Szerinted én azt akarom csinálni?
Do you think I'm made of money?	Szerinted nekem a bőröm alatt is pénz van?
Do you think I'm strong enough?	Szerinted én elég erős vagyok?
Do you think Tom really did it?	Szerinted ezt tényleg Tom tette?
Do you think our team will win?	Úgy gondoljátok, hogy nyerni fog a csapatunk?
Do you think that Tom is happy?	Úgy véled, Tomi boldog?
Do you think that Tom is happy?	Gondolod, hogy Tom boldog?
Do you understand how it works?	Érted, hogy működik?
Do you want to become a father?	Szeretnél apa lenni?
Do you want to know how I feel?	Kíváncsi vagy rá, hogy érzek?
Do you want to know what I see?	Kíváncsi vagy rá, hogy mit látok?
Do you want to know why I quit?	Kíváncsi vagy rá, hogy miért léptem ki?
Doctors are the worst patients.	Az orvosok a legrosszabb páciensek.
Does Tom still play the guitar?	Tom szokott még gitározni?
Does anyone here even like Tom?	Van itt egyáltalán olyan, aki kedveli Tomit?
Does that answer your question?	Ez megadja a választ a kérdésedre?
Does this bus go to the museum?	Ez a busz megy a múzeumhoz?
Does your shame know no bounds?	Hogy lehetsz ennyire szégyentelen?
Don't confuse desire with love.	Ne téveszd össze a vágyat a szerelemmel.
Don't ever wear that tie again.	Soha többet ne viseld azt a nyakkendőt!
Don't forget to bring a camera.	Ne felejtsd el elvinni a fényképezőt.
Don't forget to close the door.	Ne felejtsd el becsukni az ajtót.
Don't just take my word for it.	Nem kell, hogy elhidd nekem.
Don't leave the engine running.	Ne hagyd járni a motort!
Don't open the door for anyone.	Senkinek se nyisd ki az ajtót!
Don't stay in the sun too long.	Ne maradj soká a napon!
Don't stay in the sun too long.	Ne maradj túl sokáig a napon!
Don't step on the broken glass.	Ne lépjél üvegcserepekre!
Don't throw away this magazine.	Ne dobd ki ezt az újságot.
Don't throw away this magazine.	Ne dobd ki ezt a folyóiratot.
Don't throw away this magazine.	Ne dobja ki ezt az újságot.
Don't throw away this magazine.	Ne dobja ki ezt a folyóiratot.
Don't treat me like I'm stupid.	Ne viselkedj úgy velem, mintha gyengeelméjű volnék!
Don't you think it's wonderful?	Szerinted nem csodálatos?
Don't you think that's strange?	Nem találod különösnek?
English is difficult, isn't it?	Az angol nehéz, nem?
Everyone except me was invited.	Mindenkit meghívtak, csak engem nem.
Everything Tom did bothered me.	Minden zavart, amit Tom csinált.
Everything is extremely simple.	Minden rendkívül egyszerű.
Everything was going perfectly.	Minden tökéletesen ment.
Excuse me for interrupting you.	Bocsásson meg, hogy félbeszakítom.
Excuse me for interrupting you.	Bocsáss meg, hogy félbeszakítalak.
Excuse me for interrupting you.	Bocsáss meg, hogy közbeszólok.
Excuse me, but can you help me?	Bocsánat, tudna nekem segíteni?
Explain your idea more clearly.	Magyarázd el pontosabban az ötletedet!
Father bought me a new bicycle.	Apa vett nekem egy új biciklit.
Feel free to ask any questions.	Ne habozzon feltenni a kérdését.
Finally we arrived at the lake.	Végül elértünk a tóhoz.
Gasoline is scarce around here.	A benzin ritkaság errefelé.
Germany is famous for its beer.	Németország a söréről híres.
Get it, and put it on the fire.	Fogd meg, és dobd a tűzbe!
Get it, and put it on the fire.	Fogd meg, és tedd a tűzre!
Give me a little time to think.	Adj nekem egy kis gondolkodási időt
Give me the most expensive one.	Adja ide nekem a legdrágábbat.
Give me time to think about it.	Adj időt, hogy átgondoljam!
Give me time to think about it.	Adj időt, hogy elgondolkodjak rajta.
Has the jury reached a verdict?	Meghozta a döntését a bíróság?
Has the jury reached a verdict?	Dűlőre jutott a bíróság?
Have it on my desk by tomorrow.	Holnap legyen az asztalomon.
Have you ever climbed Mt. Fuji?	Megmászta-e már a Fudzsit?
Have you ever had a girlfriend?	Volt már barátnőd?
Have you ever seen Tokyo Tower?	Láttad valamikor a Tokió-Tornyot?
Have you ever seen Tokyo Tower?	Látta valamikor a Tokió-Tornyot?
Have you ever seen Tokyo Tower?	Láttátok valamikor a Tokió-Tornyot?
Have you ever seen Tokyo Tower?	Látták valamikor a Tokió-tornyot?
Have you spoken with your wife?	Beszéltél a feleségeddel?
Have you taken out the garbage?	Kivitted a szemetet?
He answered my question easily.	Könnyedén megválaszolta a kérdésemet.
He asked a few questions of me.	Feltett nekem pár kérdést.
He broke the window on purpose.	Akarattal törte be az ablakot.
He broke the window on purpose.	Szándékosan törte be az ablakot.
He came at an inopportune time.	Nem megfelelő időben érkezett.
He came to Berlin as a teacher.	Berlinbe jött tanárnak.
He can scarcely write his name.	Alig tudja leírni a nevét.
He devotes himself to his work.	A munkájának él.
He didn't know what to do next.	Nem tudta, hogy mit tegyen.
He doesn't know English at all.	Egyáltalán nem beszél angolul.
He eats nothing else but fruit.	Ő kizárólag csak gyümölcsöt eszik.
He goes to London once a month.	Havonta egyszer megy Londonba.
He goes to London once a month.	Havonta egyszer utazik Londonba.
He got off at the next station.	Leszállt a következő állomásnál.
He had his shirt on inside out.	Kifordítva volt rajta az inge.
He had his socks on inside out.	Kifordítva volt rajta a zokni.
He had his socks on inside out.	Fordítva vette fel a zokniját.
He had the maid sweep his room.	Kitakaríttatta szobáját a szobalánnyal.
He has a family to provide for.	Családja van, akikről gondoskodnia kell.
He has a family to provide for.	Gondoskodnia kell a családjáról.
He has a new woman in his life.	Egy új nő van az életében.
He has no chance of recovering.	Nincs esélye felépülni.
He is a big man in the company.	Nagy ember a vállalatnál.
He is anxious about her health.	Aggódik az egészsége miatt.
He is known as a great painter.	Elismert festő.
He is known as a great pianist.	Nagyszerű zongoristaként ismerik.
He is not as young as he looks.	Nem olyan fiatal, mint amilyennek látszik.
He is not as young as he looks.	Nem olyan fiatal, mint ahogy kinéz.
He isn't here because he's ill.	Ő nincs itt, mert beteg.
He likes to work in the garden.	Szeret a kertben dolgozni.
He likes to work in the garden.	Szeret kertészkedni.
He listened, but heard nothing.	Fülelt, de nem hallott semmit.
He lives in a suburb of London.	London egyik elővárosában él.
He married a farmer's daughter.	Feleségül vette a farmer lányát.
He may come tomorrow afternoon.	Eljöhet holnap délután.
He misses his family very much.	Nagyon hiányzik neki a családja.
He moved the desk to the right.	Jobbra mozdította el az íróasztalt.
He moved the desk to the right.	Jobbra helyezte át az íróasztalt.
He pestered her with questions.	Kérdésekkel zaklatta őt.
He said he's been there before.	Azt mondta, volt már ott.
He studied the flight of birds.	A madarak repülését tanulmányozta.
He took a picture of the koala.	Lefényképezte a koalát.
He wants to be a tennis player.	Teniszező akar lenni.
He was beside himself with joy.	Magán kívül volt az örömtől.
He was born on July 28th, 1888.	1888. július 28-án született.
He was elected mayor of Boston.	Boston polgármesterévé választották.
He was exiled from his country.	Elmenekült a hazájából.
He was injured in the accident.	Megsérült a balesetben.
He was late to his own wedding.	Elkésett a saját esküvőjéről.
He was standing by his brother.	A fivére mellett állt.
He was too young to live alone.	Túl fiatal volt ahhoz, hogy egyedül éljen.
He was too young to live alone.	Túl fiatal volt ahhoz, hogy egyedül lakjon.
He wears Chinese-style clothes.	Kínai stílusú ruhát hord.
He won't be home at lunch time.	Nem lesz otthon ebédidőre.
He'll be seventeen in February.	Februárban tölti be a tizenhetet.
He's out of his mind with pain.	Megőrül a fájdalomtól.
Her father has a general store.	Az apjának van egy kis boltja.
Her hair is long and beautiful.	A haja hosszú és gyönyörű.
Her work is to wash the dishes.	A dolga az, hogy elmosogassa az edényeket.
Her work is to wash the dishes.	Az ő dolga az edények elmosogatása.
Her work is to wash the dishes.	A mosogatás az ő feladata.
Her work is to wash the dishes.	Az ő dolga, hogy mosogasson.
Here is your share of the cake.	Itt van a részed a tortából.
Here's the key to my apartment.	Itt van a lakáskulcsom.
His new novel is worth reading.	Megéri elolvasni az új novelláját.
Hopefully, it'll rain tomorrow.	Remélhetőleg holnap esni fog.
Hopefully, we'll see Tom today.	Remélhetőleg ma látni fogjuk Tomit.
How are things between you two?	Milyen a kettőtök viszonya?
How are we going to get inside?	Hogy fogunk bejutni?
How are you going to catch Tom?	Hogyan akarod elkapni Tomot?
How can I update this software?	Hogyan tudom frissíteni ezt a szoftvert?
How can you be so sure of that?	Hogy lehetsz ennyire biztos benne?
How did Tom manage to get away?	Hogy sikerült Tominak meglépnie?
How did you and Tom first meet?	Hogyan találkoztatok először Tomival?
How did you come by this money?	Hogyan szerezted ezt a pénzt?
How did you come by this money?	Hogyan jutottál ehhez a pénzhez?
How do you like your new class?	Hogy tetszik az új osztályod?
How do you pronounce your name?	Hogy ejti ki a nevét?
How do you pronounce your name?	Hogyan ejted ki a nevedet?
How do you say that in Italian?	Hogy mondod ezt olaszul?
How in the world did you do it?	Istenem, hogy csináltad ezt?
How long has Tom been sleeping?	Mióta alszik már Tom?
How long have you been smoking?	Mióta dohányzol?
How long will it take by plane?	Mennyi ideig tart repülővel?
How many employees do you have?	Hány alkalmazottjuk van?
How many guests did you invite?	Hány vendéget hívtál?
How many miles is it to Boston?	Hány mérföld innen Boston?
How much do these glasses cost?	Mibe kerül ez a szemüveg?
How much does a beer cost here?	Mennyibe kerül itt egy sör?
How much is that mountain bike?	Mennyibe kerül ez a hegyi kerékpár?
How often do you feed the fish?	Milyen gyakran eteted a halakat?
How often should I feed my dog?	Milyen gyakran adjak enni a kutyámnak?
How often should I feed my dog?	Milyen gyakran etessem meg a kutyámat?
How would you like your coffee?	Hogy szeretnéd a kávédat?
Hurry up! I don't have all day.	Siess! Nem érek rá egész nap.
I accompanied her on the piano.	Zongorán kísértem.
I agree with Tom on this issue.	Ebben a kérdésben egyetértek Tomival.
I almost never remember dreams.	Szinte soha nem emlékszem az álmaimra.
I always carry it in my pocket.	Mindig a zsebemben tartom.
I always wanted to be a father.	Mindig is apa akartam lenni.
I am going to Europe next week.	A jövő héten Európába megyek.
I apologize. It was my mistake.	Elnézést kérek. Az én hibám volt.
I appreciate your help on this.	Nagyra értékelem a segítségedet ebben.
I asked Tom to open the window.	Megkértem Tamást, hogy nyissa ki az ablakot.
